Age;Sex;ID;Race;Country;Education;Education-Num;Marital Status;Relationship
42; Male;162628887; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
22; Male;207955033; White; Mexico; HS-grad;9.0; Never-married; Unmarried
26; Male;1277720592; White; United-States; HS-grad;9.0; Never-married; Not-in-family
32; Male;1260225841; White; United-States; HS-grad;9.0; Never-married; Not-in-family
67; Male;695982002; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
51; Female;278006600; White; United-States; Some-college;10.0; Divorced; Unmarried
18; Male;848295614; White; United-States; 11th;7.0; Never-married; Own-child
33; Female;923439607; White; United-States; HS-grad;9.0; Married-civ-spouse; Own-child
57; Male;924801129; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
24; Male;1424656196; White; United-States; Some-college;10.0; Never-married; Not-in-family
29; Male;73063627; White; Portugal; HS-grad;9.0; Divorced; Own-child
42; Male;1379016323; White; United-States; Bachelors;13.0; Separated; Not-in-family
47; Male;1360091648; Black; United-States; HS-grad;9.0; Never-married; Not-in-family
74; Male;426832467; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
34; Female;1254623368; Other; United-States; Bachelors;13.0; Married-civ-spouse; Wife
27; Female;349154338; Black; United-States; 10th;6.0; Married-civ-spouse; Wife
28; Female;844764806; White; United-States; HS-grad;9.0; Separated; Own-child
17; Male;66159000; White; United-States; HS-grad;9.0; Never-married; Other-relative
24; Male;632770626; White; United-States; 11th;7.0; Married-civ-spouse; Husband
40; Male;991138608; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
81; Male;81140842; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
47; Male;677010466; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
29; Male;527688206; White; United-States; 10th;6.0; Married-civ-spouse; Husband
24; Female;677816397; White; United-States; Some-college;10.0; Never-married; Unmarried
31; Male;1440775845; Asian-Pac-Islander; Japan; Bachelors;13.0; Married-spouse-absent; Not-in-family
22; Male;1008951803; White; United-States; Some-college;10.0; Never-married; Own-child
38; Male;737257124; White; United-States; HS-grad;9.0; Divorced; Not-in-family
37; Male;1292513716; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
35; Female;685885433; Black; United-States; Some-college;10.0; Never-married; Other-relative
23; Male;395409476; White; United-States; HS-grad;9.0; Divorced; Not-in-family
22; Female;785747087; White; Germany; HS-grad;9.0; Never-married; Own-child
53; Male;1334999677; White; United-States; HS-grad;9.0; Divorced; Not-in-family
40; Male;395591197; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
68; Male;864801423; White; Germany; Assoc-acdm;12.0; Married-civ-spouse; Husband
19; Male;275237140; White; United-States; Some-college;10.0; Never-married; Not-in-family
28; Male;362958512; White; United-States; 7th-8th;4.0; Married-civ-spouse; Husband
45; Male;560870961; White; ?; 12th;8.0; Married-civ-spouse; Husband
57; Female;408692221; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
51; Female;383561544; Black; United-States; Masters;14.0; Widowed; Not-in-family
68; Male;1020109254; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
39; Male;1036057435; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
45; Male;834530298; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
45; Male;218149829; White; United-States; Masters;14.0; Married-civ-spouse; Husband
80; Male;582061555; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
55; Male;536537391; White; United-States; Masters;14.0; Married-civ-spouse; Husband
23; Female;236011238; White; United-States; Some-college;10.0; Never-married; Own-child
45; Female;1377953593; White; United-States; Some-college;10.0; Never-married; Not-in-family
39; Female;12594200; White; United-States; Bachelors;13.0; Divorced; Unmarried
45; Male;276652539; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
34; Male;1262113225; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
42; Male;29232802; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
21; Female;855903353; Other; United-States; Some-college;10.0; Never-married; Other-relative
35; Female;441118233; White; United-States; Some-college;10.0; Divorced; Unmarried
24; Male;423033957; White; United-States; Bachelors;13.0; Never-married; Own-child
39; Female;1067292343; White; United-States; HS-grad;9.0; Divorced; Unmarried
17; Female;1359010651; White; United-States; 12th;8.0; Never-married; Own-child
52; Male;1339261302; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
49; Female;1340884360; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
31; Male;1190467485; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
48; Male;523010886; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
30; Male;443136112; White; United-States; Some-college;10.0; Never-married; Other-relative
38; Male;241249991; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
32; Male;301445402; White; ?; Bachelors;13.0; Never-married; Not-in-family
24; Male;318955792; White; United-States; HS-grad;9.0; Never-married; Own-child
47; Female;654290882; White; United-States; 12th;8.0; Divorced; Unmarried
56; Male;179112971; White; Portugal; 7th-8th;4.0; Married-civ-spouse; Husband
59; Male;1157116117; White; United-States; 11th;7.0; Married-civ-spouse; Husband
39; Male;926939212; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
22; Female;206472434; White; United-States; Some-college;10.0; Never-married; Own-child
17; Female;775833266; White; United-States; 10th;6.0; Never-married; Own-child
66; Male;1287113304; White; United-States; 10th;6.0; Married-civ-spouse; Husband
39; Female;1098976345; White; United-States; Some-college;10.0; Divorced; Unmarried
18; Female;1113369268; White; United-States; Some-college;10.0; Never-married; Not-in-family
55; Male;1352906825; White; United-States; 5th-6th;3.0; Married-civ-spouse; Husband
26; Male;336927132; White; United-States; Bachelors;13.0; Never-married; Not-in-family
64; Female;431199816; White; United-States; HS-grad;9.0; Widowed; Not-in-family
48; Male;548304447; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
51; Male;561203616; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
61; Female;833237160; White; United-States; Bachelors;13.0; Married-civ-spouse; Wife
22; Male;629956086; White; United-States; Some-college;10.0; Never-married; Own-child
19; Male;665966216; White; United-States; Some-college;10.0; Never-married; Own-child
44; Male;807002098; White; United-States; Assoc-voc;11.0; Divorced; Not-in-family
47; Female;1311594253; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
29; Male;447033335; White; United-States; Assoc-acdm;12.0; Never-married; Not-in-family
39; Male;55109150; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
37; Female;211690578; White; United-States; HS-grad;9.0; Never-married; Other-relative
21; Female;682925674; White; United-States; Some-college;10.0; Never-married; Own-child
34; Female;402053504; White; United-States; HS-grad;9.0; Separated; Unmarried
56; Male;206789377; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
31; Male;1281835294; White; United-States; Some-college;10.0; Never-married; Not-in-family
31; Male;293969637; White; United-States; HS-grad;9.0; Divorced; Not-in-family
28; Female;1016852271; White; United-States; HS-grad;9.0; Divorced; Unmarried
47; Male;312654033; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
56; Female;963003184; White; United-States; Some-college;10.0; Never-married; Not-in-family
30; Female;885969151; White; United-States; Bachelors;13.0; Never-married; Not-in-family
42; Male;1012780023; White; United-States; Masters;14.0; Married-civ-spouse; Husband
33; Male;974366230; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
57; Male;125530285; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
40; Male;1031542731; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
41; Male;1417233364; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
42; Male;185186160; White; United-States; HS-grad;9.0; Widowed; Not-in-family
49; Male;1447561047; White; Mexico; Some-college;10.0; Married-civ-spouse; Husband
24; Female;958269461; White; United-States; Bachelors;13.0; Never-married; Not-in-family
30; Female;457210475; Asian-Pac-Islander; ?; HS-grad;9.0; Married-civ-spouse; Other-relative
30; Female;1175453763; Asian-Pac-Islander; Hong; Bachelors;13.0; Married-civ-spouse; Wife
31; Female;625495737; White; United-States; Bachelors;13.0; Never-married; Not-in-family
25; Male;84804269; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
47; Male;365968300; White; United-States; 1st-4th;2.0; Married-civ-spouse; Husband
58; Female;701441678; White; United-States; HS-grad;9.0; Never-married; Not-in-family
37; Male;1222122434; White; United-States; Assoc-acdm;12.0; Married-spouse-absent; Not-in-family
25; Male;629910820; White; El-Salvador; Some-college;10.0; Never-married; Own-child
31; Female;244187102; White; United-States; Some-college;10.0; Divorced; Not-in-family
46; Male;1138583719; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
20; Female;947426728; White; United-States; Some-college;10.0; Never-married; Own-child
31; Male;613832266; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
63; Female;544636464; Black; United-States; 12th;8.0; Divorced; Unmarried
19; Male;1280791904; White; United-States; HS-grad;9.0; Never-married; Own-child
20; Male;719290258; White; United-States; Some-college;10.0; Never-married; Own-child
54; Male;1251094790; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
17; Female;1163938422; White; United-States; 10th;6.0; Never-married; Own-child
40; Female;107679198; White; United-States; HS-grad;9.0; Divorced; Not-in-family
20; Female;121178658; White; United-States; Some-college;10.0; Never-married; Own-child
27; Female;716002942; White; United-States; Bachelors;13.0; Never-married; Other-relative
41; Male;790888799; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
32; Male;196094728; White; United-States; Bachelors;13.0; Divorced; Not-in-family
35; Male;1024930751; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
24; Female;386611577; White; United-States; HS-grad;9.0; Never-married; Not-in-family
42; Male;645073674; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
65; Female;968929077; White; Mexico; 5th-6th;3.0; Married-civ-spouse; Other-relative
47; Male;259270399; White; United-States; HS-grad;9.0; Never-married; Unmarried
41; Male;405986685; Asian-Pac-Islander; China; Masters;14.0; Married-civ-spouse; Husband
28; Male;1140594530; White; United-States; HS-grad;9.0; Never-married; Not-in-family
20; Female;45267706; White; United-States; Some-college;10.0; Never-married; Own-child
22; Male;776261025; Black; United-States; Some-college;10.0; Never-married; Own-child
23; Male;1319422178; White; United-States; Some-college;10.0; Never-married; Own-child
28; Male;284478645; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
59; Female;1380078569; White; United-States; HS-grad;9.0; Widowed; Not-in-family
59; Female;734290011; White; United-States; 10th;6.0; Married-civ-spouse; Wife
46; Male;671995590; White; United-States; HS-grad;9.0; Divorced; Other-relative
23; Male;83471119; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
47; Male;569017800; White; United-States; Masters;14.0; Never-married; Not-in-family
24; Female;765936198; White; United-States; Assoc-voc;11.0; Never-married; Own-child
37; Male;573083813; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
49; Male;485116051; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
48; Female;340724687; White; United-States; Masters;14.0; Married-civ-spouse; Wife
57; Female;357724448; White; United-States; Bachelors;13.0; Married-civ-spouse; Wife
24; Male;1004824237; White; United-States; HS-grad;9.0; Never-married; Not-in-family
40; Male;189645238; White; United-States; 7th-8th;4.0; Married-civ-spouse; Husband
25; Female;1243093737; White; United-States; HS-grad;9.0; Never-married; Unmarried
64; Male;978383558; White; United-States; HS-grad;9.0; Widowed; Not-in-family
44; Male;127418123; White; England; Some-college;10.0; Divorced; Unmarried
45; Male;500624288; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Male;1236731394; White; United-States; 12th;8.0; Married-civ-spouse; Husband
42; Female;849552122; Black; United-States; Assoc-acdm;12.0; Divorced; Not-in-family
27; Male;1403016016; White; United-States; HS-grad;9.0; Never-married; Not-in-family
54; Male;167576331; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
50; Male;1025929275; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
19; Female;476031387; White; United-States; Some-college;10.0; Never-married; Own-child
27; Female;962394077; White; United-States; HS-grad;9.0; Divorced; Other-relative
35; Female;891237410; White; United-States; Some-college;10.0; Divorced; Not-in-family
39; Male;624040357; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
21; Male;1265340506; White; United-States; HS-grad;9.0; Never-married; Own-child
19; Female;1136278470; Black; United-States; Some-college;10.0; Never-married; Unmarried
39; Female;233310189; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
39; Male;900685540; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
27; Male;612054324; White; United-States; Bachelors;13.0; Divorced; Unmarried
28; Male;651265206; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
39; Male;1184621877; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
62; Male;596866893; White; United-States; 10th;6.0; Married-civ-spouse; Husband
59; Male;379256681; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
29; Male;824201619; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
31; Male;1467768133; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
38; Male;661256144; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
22; Male;1382814966; White; United-States; Some-college;10.0; Never-married; Own-child
38; Female;1433432471; White; United-States; Assoc-acdm;12.0; Divorced; Unmarried
48; Female;511533337; White; United-States; Some-college;10.0; Divorced; Not-in-family
71; Male;1257422246; White; United-States; 11th;7.0; Married-civ-spouse; Husband
39; Male;1114858670; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
36; Male;357099250; Black; United-States; 11th;7.0; Never-married; Own-child
47; Male;810581298; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
22; Male;33567505; White; United-States; Some-college;10.0; Never-married; Not-in-family
41; Female;816200091; Black; United-States; Masters;14.0; Divorced; Unmarried
43; Female;741330267; White; United-States; HS-grad;9.0; Never-married; Own-child
20; Male;371810118; White; ?; 12th;8.0; Never-married; Unmarried
23; Male;493329367; White; United-States; HS-grad;9.0; Separated; Other-relative
35; Male;205758717; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
44; Male;572770635; Asian-Pac-Islander; Laos; Bachelors;13.0; Married-spouse-absent; Unmarried
48; Female;310495286; White; United-States; Masters;14.0; Married-civ-spouse; Wife
43; Male;801066454; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
62; Male;263520068; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
39; Male;1148542956; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
44; Male;221829012; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
81; Male;1113029369; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
44; Male;316680824; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
37; Male;1263634488; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
54; Male;1211697401; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Male;1250499991; White; United-States; HS-grad;9.0; Never-married; Not-in-family
27; Male;723244072; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
31; Female;1316328452; White; United-States; HS-grad;9.0; Married-civ-spouse; Own-child
20; Male;63929579; White; United-States; Some-college;10.0; Never-married; Own-child
30; Male;907957677; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
56; Male;115280454; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
46; Female;1111755263; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
34; Female;777834433; White; United-States; Some-college;10.0; Never-married; Not-in-family
25; Male;1004794207; White; United-States; Some-college;10.0; Never-married; Own-child
34; Male;606555150; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
43; Female;190659625; White; United-States; Some-college;10.0; Divorced; Not-in-family
46; Male;262401321; White; United-States; Masters;14.0; Married-civ-spouse; Husband
32; Male;8062314; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
25; Female;705715276; White; United-States; Some-college;10.0; Never-married; Not-in-family
33; Female;193272011; Black; United-States; 11th;7.0; Separated; Unmarried
31; Male;603283077; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
66; Male;1220977330; White; United-States; 10th;6.0; Married-civ-spouse; Husband
26; Male;910086888; White; United-States; Some-college;10.0; Never-married; Own-child
37; Male;514348497; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
73; Male;1466743894; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
30; Male;710304109; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
31; Female;350761473; White; United-States; HS-grad;9.0; Never-married; Not-in-family
44; Male;847819481; White; United-States; Masters;14.0; Divorced; Not-in-family
23; Female;1441399138; White; United-States; Some-college;10.0; Never-married; Own-child
35; Male;97777732; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
48; Male;1297846487; Black; United-States; 10th;6.0; Never-married; Not-in-family
53; Female;691696505; White; United-States; Bachelors;13.0; Divorced; Not-in-family
62; Male;375951904; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
44; Male;1114919942; Asian-Pac-Islander; Hong; HS-grad;9.0; Married-civ-spouse; Husband
21; Male;112098192; White; United-States; Some-college;10.0; Never-married; Own-child
22; Male;1318512316; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
35; Male;1421379106; White; United-States; Masters;14.0; Never-married; Not-in-family
61; Female;367042844; White; United-States; Bachelors;13.0; Divorced; Not-in-family
33; Male;1302200732; White; Greece; HS-grad;9.0; Married-civ-spouse; Husband
29; Female;149274352; Black; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
78; Male;160758732; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
21; Female;634463840; White; United-States; HS-grad;9.0; Never-married; Own-child
23; Female;683170558; White; United-States; Some-college;10.0; Never-married; Not-in-family
21; Female;353649968; White; United-States; Assoc-acdm;12.0; Never-married; Own-child
30; Male;651821912; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
76; Female;527638840; White; United-States; HS-grad;9.0; Never-married; Other-relative
51; Male;159331670; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
30; Male;144960345; White; United-States; HS-grad;9.0; Divorced; Not-in-family
36; Female;772795412; Black; United-States; 11th;7.0; Divorced; Unmarried
20; Female;439743751; White; United-States; 11th;7.0; Never-married; Own-child
73; Female;1260780766; White; United-States; Bachelors;13.0; Divorced; Unmarried
38; Female;77286632; White; United-States; Bachelors;13.0; Married-civ-spouse; Wife
71; Male;1256051738; Black; United-States; HS-grad;9.0; Married-spouse-absent; Not-in-family
36; Female;249086013; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
26; Female;1206083980; White; United-States; HS-grad;9.0; Never-married; Own-child
52; Female;643741404; White; United-States; 10th;6.0; Divorced; Unmarried
50; Female;378031619; White; Mexico; 5th-6th;3.0; Divorced; Unmarried
66; Female;1395615652; White; United-States; 7th-8th;4.0; Separated; Not-in-family
32; Male;62096803; White; United-States; Bachelors;13.0; Never-married; Not-in-family
42; Male;416162655; White; United-States; Assoc-voc;11.0; Divorced; Unmarried
56; Female;216997519; Black; United-States; 7th-8th;4.0; Never-married; Unmarried
59; Female;66270514; White; Canada; Some-college;10.0; Married-civ-spouse; Wife
37; Male;44471091; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
49; Female;669473919; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
60; Female;175448405; White; United-States; Bachelors;13.0; Divorced; Not-in-family
46; Female;1100699874; White; United-States; HS-grad;9.0; Divorced; Not-in-family
42; Male;990947378; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
44; Female;1151181934; White; United-States; HS-grad;9.0; Never-married; Not-in-family
31; Male;1216803389; White; United-States; HS-grad;9.0; Never-married; Not-in-family
30; Male;923527010; White; United-States; Some-college;10.0; Divorced; Not-in-family
35; Male;1198592155; White; United-States; Bachelors;13.0; Separated; Not-in-family
17; Female;357833791; White; United-States; 11th;7.0; Never-married; Other-relative
22; Male;1034847299; White; United-States; 7th-8th;4.0; Married-civ-spouse; Husband
22; Female;489833858; Black; United-States; Some-college;10.0; Never-married; Unmarried
28; Male;335822719; White; Guatemala; Assoc-acdm;12.0; Never-married; Not-in-family
35; Male;428727711; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
49; Male;989652491; White; United-States; 7th-8th;4.0; Married-civ-spouse; Husband
38; Male;168076903; White; United-States; HS-grad;9.0; Never-married; Not-in-family
49; Male;8771979; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
42; Male;1294957644; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
53; Male;444521089; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
59; Male;728881345; White; United-States; 9th;5.0; Married-civ-spouse; Husband
18; Male;776225570; White; United-States; HS-grad;9.0; Never-married; Own-child
39; Female;992833568; White; United-States; Masters;14.0; Married-civ-spouse; Wife
26; Male;1163884364; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Female;615530983; White; United-States; Some-college;10.0; Married-spouse-absent; Unmarried
45; Female;779939313; White; United-States; Masters;14.0; Separated; Unmarried
34; Male;495387531; White; United-States; Prof-school;15.0; Married-civ-spouse; Husband
27; Female;125737327; Amer-Indian-Eskimo; United-States; HS-grad;9.0; Divorced; Not-in-family
48; Female;1482197118; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
20; Male;1105975592; Asian-Pac-Islander; United-States; Some-college;10.0; Never-married; Own-child
49; Male;59619900; White; United-States; Masters;14.0; Married-civ-spouse; Husband
26; Female;1414884994; White; United-States; HS-grad;9.0; Divorced; Unmarried
38; Male;270765917; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
27; Female;519749014; Black; United-States; HS-grad;9.0; Never-married; Unmarried
21; Female;1085563205; White; United-States; Some-college;10.0; Never-married; Not-in-family
40; Male;279018446; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
47; Male;776348755; Other; Puerto-Rico; 7th-8th;4.0; Never-married; Not-in-family
24; Female;1029545371; Black; United-States; HS-grad;9.0; Never-married; Not-in-family
43; Male;1215592266; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
44; Male;479109432; White; United-States; Some-college;10.0; Divorced; Unmarried
56; Female;712705409; White; United-States; 9th;5.0; Married-civ-spouse; Wife
53; Male;1260685895; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
36; Male;1359612005; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
56; Male;627401314; White; United-States; 12th;8.0; Divorced; Not-in-family
26; Female;435268129; White; United-States; Assoc-voc;11.0; Never-married; Not-in-family
31; Male;963152620; White; United-States; Assoc-voc;11.0; Divorced; Not-in-family
19; Female;1002405537; White; United-States; Some-college;10.0; Never-married; Own-child
26; Male;572769517; White; United-States; HS-grad;9.0; Never-married; Other-relative
40; Male;580512722; White; United-States; Some-college;10.0; Divorced; Not-in-family
21; Female;296409652; White; United-States; Some-college;10.0; Never-married; Own-child
35; Male;1214528922; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
33; Male;452146373; White; United-States; 9th;5.0; Married-civ-spouse; Husband
59; Female;1294291380; Black; United-States; HS-grad;9.0; Married-civ-spouse; Wife
49; Female;854302768; White; United-States; HS-grad;9.0; Widowed; Not-in-family
54; Male;379404610; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
23; Male;224916757; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
61; Male;422620116; White; United-States; Masters;14.0; Married-civ-spouse; Husband
33; Male;862303506; White; United-States; HS-grad;9.0; Never-married; Own-child
36; Male;491996612; White; Germany; Bachelors;13.0; Married-civ-spouse; Husband
57; Male;1090652035; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
22; Male;1329039921; White; United-States; HS-grad;9.0; Never-married; Own-child
47; Female;200827084; White; United-States; Masters;14.0; Divorced; Unmarried
23; Female;1078927907; White; United-States; Some-college;10.0; Never-married; Not-in-family
46; Female;135708319; Amer-Indian-Eskimo; United-States; HS-grad;9.0; Widowed; Unmarried
49; Male;1307313308; White; United-States; Bachelors;13.0; Divorced; Not-in-family
67; Male;1076261210; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
51; Male;176821438; White; United-States; 12th;8.0; Never-married; Own-child
21; Male;889409085; White; United-States; Assoc-acdm;12.0; Never-married; Own-child
33; Male;8688597; White; United-States; HS-grad;9.0; Never-married; Own-child
45; Male;945447508; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
27; Female;398752291; White; United-States; Bachelors;13.0; Never-married; Not-in-family
27; Male;670281151; White; United-States; Assoc-acdm;12.0; Never-married; Own-child
34; Male;1285566037; White; United-States; HS-grad;9.0; Never-married; Not-in-family
56; Male;1226994019; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Female;978394709; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
24; Female;855363542; White; United-States; Some-college;10.0; Never-married; Not-in-family
59; Male;1375402410; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
33; Male;214339379; Black; United-States; Some-college;10.0; Divorced; Not-in-family
49; Male;1418185112; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
41; Male;1201374665; White; United-States; HS-grad;9.0; Divorced; Not-in-family
34; Male;608413571; White; United-States; HS-grad;9.0; Never-married; Not-in-family
43; Male;693769695; Black; United-States; 11th;7.0; Never-married; Not-in-family
18; Female;1374957459; White; United-States; 11th;7.0; Never-married; Own-child
31; Female;1038117403; White; United-States; HS-grad;9.0; Never-married; Own-child
30; Male;686328983; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
29; Male;790667141; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
50; Male;172935512; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Male;129305696; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
53; Male;1272375678; White; United-States; 11th;7.0; Married-civ-spouse; Husband
52; Male;39723552; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
42; Male;1180388387; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
36; Male;539275869; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
34; Male;687830014; Black; United-States; HS-grad;9.0; Divorced; Not-in-family
38; Male;513016080; White; United-States; HS-grad;9.0; Never-married; Not-in-family
32; Male;271412731; Asian-Pac-Islander; Taiwan; Bachelors;13.0; Never-married; Not-in-family
31; Male;1157831742; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
34; Male;1112823942; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
49; Female;264557977; White; United-States; Bachelors;13.0; Divorced; Not-in-family
54; Male;485321361; White; United-States; HS-grad;9.0; Widowed; Not-in-family
58; Male;121584261; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
28; Male;240508198; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
36; Male;279756162; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
26; Female;1188815128; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
33; Male;1203244972; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
51; Female;1331918946; Black; Jamaica; HS-grad;9.0; Married-civ-spouse; Other-relative
53; Male;1017319403; Amer-Indian-Eskimo; United-States; Assoc-voc;11.0; Divorced; Not-in-family
33; Male;1018776309; White; United-States; Assoc-voc;11.0; Never-married; Own-child
45; Male;457154742; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
27; Female;101795167; White; Mexico; 5th-6th;3.0; Never-married; Not-in-family
35; Male;466573099; White; United-States; HS-grad;9.0; Divorced; Not-in-family
47; Female;999446227; White; United-States; HS-grad;9.0; Divorced; Unmarried
17; Male;446364512; White; United-States; 10th;6.0; Never-married; Own-child
55; Male;1484202894; White; United-States; Assoc-voc;11.0; Divorced; Unmarried
28; Male;398077066; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
46; Female;1050974055; White; United-States; Masters;14.0; Divorced; Not-in-family
