tiempo_completo,id_personal,mes,mes_id,sku_id,ventas_totales,ingresos_anio_pasado,calificacion_servicio,comentarios_adicionales,fecha_contratacion
si,5,mayo,5,5,18,28800,Excelente,atento,09/09/2016
si,5,junio,6,5,11,17600,Excelente,amable servicial,09/09/2016
si,5,julio,7,5,10,16000,Excelente,servicial,09/09/2016
si,5,agosto,8,5,19,30400,Excelente,atento,09/09/2016
si,5,septiembre,9,5,2,3200,Excelente,amable servicial,09/09/2016
si,5,enero,1,6,10,16000,Regular,lento,09/09/2016
si,5,febrero,2,6,4,6400,Excelente,servicial,09/09/2016
si,5,marzo,3,6,14,22400,Excelente,atento,09/09/2016
si,5,abril,4,6,11,17600,Excelente,amable servicial,09/09/2016
si,5,mayo,5,6,19,30400,Excelente,servicial,09/09/2016
si,5,junio,6,6,11,17600,Excelente,atento,09/09/2016
si,5,julio,7,6,3,4800,Excelente,amable servicial,09/09/2016
si,5,agosto,8,6,19,30400,Excelente,servicial,09/09/2016
si,5,septiembre,9,6,15,24000,Excelente,atento,09/09/2016
si,5,enero,1,7,0,0,Regular,tarado,09/09/2016
si,5,febrero,2,7,11,17600,Excelente,amable servicial,09/09/2016
si,5,marzo,3,7,14,22400,Excelente,servicial,09/09/2016
si,5,abril,4,7,0,0,Excelente,atento,09/09/2016
si,5,mayo,5,7,4,6400,Excelente,amable servicial,09/09/2016
si,5,junio,6,7,20,32000,Excelente,servicial,09/09/2016
si,5,julio,7,7,13,20800,Excelente,atento,09/09/2016
si,5,agosto,8,7,11,17600,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,7,5,8000,Excelente,servicial,09/09/2016
si,5,enero,1,8,14,22400,Regular,despistado,09/09/2016
si,5,febrero,2,8,19,30400,Excelente,atento,09/09/2016
si,5,marzo,3,8,19,30400,Excelente,amable servicial,09/09/2016
si,5,abril,4,8,4,6400,Excelente,servicial,09/09/2016
si,5,mayo,5,8,12,19200,Excelente,atento,09/09/2016
si,5,junio,6,8,4,6400,Excelente,amable servicial,09/09/2016
si,5,julio,7,8,17,27200,Excelente,servicial,09/09/2016
si,5,agosto,8,8,3,4800,Excelente,atento,09/09/2016
si,5,septiembre,9,8,0,0,Excelente,amable servicial,09/09/2016
si,5,enero,1,9,17,27200,Regular,despistado tardado,09/09/2016
si,5,febrero,2,9,20,32000,Excelente,servicial,09/09/2016
si,5,marzo,3,9,1,1600,Excelente,atento,09/09/2016
si,5,abril,4,9,12,19200,Excelente,amable servicial,09/09/2016
si,5,mayo,5,9,11,17600,Excelente,servicial,09/09/2016
si,5,junio,6,9,10,16000,Excelente,atento,09/09/2016
si,5,julio,7,9,7,11200,Excelente,amable servicial,09/09/2016
si,5,agosto,8,9,2,3200,Excelente,servicial,09/09/2016
si,5,septiembre,9,9,16,25600,Excelente,atento,09/09/2016
si,5,enero,1,10,19,30400,Regular,lento servicial amigable,09/09/2016
si,5,febrero,2,10,7,11200,Excelente,amable servicial,09/09/2016
si,5,marzo,3,10,7,11200,Excelente,servicial,09/09/2016
si,5,abril,4,10,7,11200,Excelente,atento,09/09/2016
si,5,mayo,5,10,19,30400,Excelente,amable servicial,09/09/2016
si,5,junio,6,10,20,32000,Excelente,servicial,09/09/2016
si,5,julio,7,10,7,11200,Excelente,atento,09/09/2016
si,5,agosto,8,10,20,32000,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,10,6,9600,Excelente,servicial,09/09/2016
si,5,enero,1,11,9,14400,Regular,lento,09/09/2016
si,5,febrero,2,11,12,19200,Excelente,atento,09/09/2016
si,5,marzo,3,11,12,19200,Excelente,amable servicial,09/09/2016
si,5,abril,4,11,9,14400,Excelente,servicial,09/09/2016
si,5,mayo,5,11,1,1600,Excelente,atento,09/09/2016
si,5,junio,6,11,12,19200,Excelente,amable servicial,09/09/2016
si,5,julio,7,11,15,24000,Excelente,servicial,09/09/2016
si,5,agosto,8,11,12,19200,Excelente,atento,09/09/2016
si,5,septiembre,9,11,5,8000,Excelente,amable servicial,09/09/2016
si,5,enero,1,12,1,1600,Regular,tarado,09/09/2016
si,5,febrero,2,12,9,14400,Excelente,servicial,09/09/2016
si,5,marzo,3,12,5,8000,Excelente,atento,09/09/2016
si,5,abril,4,12,2,3200,Excelente,amable servicial,09/09/2016
si,5,mayo,5,12,14,22400,Excelente,servicial,09/09/2016
si,5,junio,6,12,19,30400,Excelente,atento,09/09/2016
si,5,julio,7,12,11,17600,Excelente,amable servicial,09/09/2016
si,5,agosto,8,12,14,22400,Excelente,servicial,09/09/2016
si,5,septiembre,9,12,10,16000,Excelente,atento,09/09/2016
si,5,enero,1,13,11,17600,Regular,despistado,09/09/2016
si,5,febrero,2,13,13,20800,Excelente,amable servicial,09/09/2016
si,5,marzo,3,13,6,9600,Excelente,servicial,09/09/2016
si,5,abril,4,13,10,16000,Excelente,atento,09/09/2016
si,5,mayo,5,13,16,25600,Excelente,amable servicial,09/09/2016
si,5,junio,6,13,2,3200,Excelente,servicial,09/09/2016
si,5,julio,7,13,15,24000,Excelente,atento,09/09/2016
si,5,agosto,8,13,2,3200,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,13,12,19200,Excelente,servicial,09/09/2016
si,5,enero,1,14,12,19200,Regular,despistado tardado,09/09/2016
si,5,febrero,2,14,18,28800,Excelente,atento,09/09/2016
si,5,marzo,3,14,15,24000,Excelente,amable servicial,09/09/2016
si,5,abril,4,14,20,32000,Excelente,servicial,09/09/2016
si,5,mayo,5,14,15,24000,Excelente,atento,09/09/2016
si,5,junio,6,14,4,6400,Excelente,amable servicial,09/09/2016
si,5,julio,7,14,14,22400,Excelente,servicial,09/09/2016
si,5,agosto,8,14,2,3200,Excelente,atento,09/09/2016
si,5,septiembre,9,14,6,9600,Excelente,amable servicial,09/09/2016
si,5,enero,1,15,14,22400,Regular,lento servicial amigable,09/09/2016
si,5,febrero,2,15,13,20800,Excelente,servicial,09/09/2016
si,5,marzo,3,15,17,27200,Excelente,atento,09/09/2016
si,5,abril,4,15,18,28800,Excelente,amable servicial,09/09/2016
si,5,mayo,5,15,16,25600,Excelente,servicial,09/09/2016
si,5,junio,6,15,8,12800,Excelente,atento,09/09/2016
si,5,julio,7,15,19,30400,Excelente,amable servicial,09/09/2016
si,5,agosto,8,15,0,0,Excelente,servicial,09/09/2016
si,5,septiembre,9,15,3,4800,Excelente,atento,09/09/2016
si,5,enero,1,16,20,32000,Regular,lento,09/09/2016
si,5,febrero,2,16,10,16000,Excelente,amable servicial,09/09/2016
si,5,marzo,3,16,5,8000,Excelente,servicial,09/09/2016
si,5,abril,4,16,13,20800,Excelente,atento,09/09/2016
si,5,mayo,5,16,17,27200,Excelente,amable servicial,09/09/2016
si,5,junio,6,16,9,14400,Excelente,servicial,09/09/2016
si,5,julio,7,16,2,3200,Excelente,atento,09/09/2016
si,5,agosto,8,16,2,3200,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,16,5,8000,Excelente,servicial,09/09/2016
si,5,enero,1,17,20,32000,Regular,tarado,09/09/2016
si,5,febrero,2,17,0,0,Excelente,atento,09/09/2016
si,5,marzo,3,17,0,0,Excelente,amable servicial,09/09/2016
si,5,abril,4,17,11,17600,Excelente,servicial,09/09/2016
si,5,mayo,5,17,9,14400,Excelente,atento,09/09/2016
si,5,junio,6,17,16,25600,Excelente,amable servicial,09/09/2016
si,5,julio,7,17,10,16000,Excelente,servicial,09/09/2016
si,5,agosto,8,17,8,12800,Excelente,atento,09/09/2016
si,5,septiembre,9,17,1,1600,Excelente,amable servicial,09/09/2016
si,5,enero,1,18,5,8000,Regular,despistado,09/09/2016
si,5,febrero,2,18,14,22400,Excelente,servicial,09/09/2016
si,5,marzo,3,18,2,3200,Excelente,atento,09/09/2016
si,5,abril,4,18,8,12800,Excelente,amable servicial,09/09/2016
si,5,mayo,5,18,7,11200,Excelente,servicial,09/09/2016
si,5,junio,6,18,18,28800,Excelente,atento,09/09/2016
si,5,julio,7,18,5,8000,Excelente,amable servicial,09/09/2016
si,5,agosto,8,18,11,17600,Excelente,servicial,09/09/2016
si,5,septiembre,9,18,17,27200,Excelente,atento,09/09/2016
si,5,enero,1,19,12,19200,Regular,despistado tardado,09/09/2016
si,5,febrero,2,19,5,8000,Excelente,amable servicial,09/09/2016
si,5,marzo,3,19,7,11200,Excelente,servicial,09/09/2016
si,5,abril,4,19,18,28800,Excelente,atento,09/09/2016
si,5,mayo,5,19,6,9600,Excelente,amable servicial,09/09/2016
si,5,junio,6,19,7,11200,Excelente,servicial,09/09/2016
si,5,julio,7,19,2,3200,Excelente,atento,09/09/2016
si,5,agosto,8,19,19,30400,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,19,20,32000,Excelente,servicial,09/09/2016
si,5,enero,1,20,4,6400,Regular,lento servicial amigable,09/09/2016
si,5,febrero,2,20,9,14400,Excelente,atento,09/09/2016
si,5,marzo,3,20,14,22400,Excelente,amable servicial,09/09/2016
si,5,abril,4,20,18,28800,Excelente,servicial,09/09/2016
si,5,mayo,5,20,0,0,Excelente,atento,09/09/2016
si,5,junio,6,20,11,17600,Excelente,amable servicial,09/09/2016
si,5,julio,7,20,10,16000,Excelente,servicial,09/09/2016
si,5,agosto,8,20,11,17600,Excelente,atento,09/09/2016
si,5,septiembre,9,20,20,32000,Excelente,amable servicial,09/09/2016
si,5,enero,1,21,18,28800,Regular,lento,09/09/2016
si,5,febrero,2,21,13,20800,Excelente,servicial,09/09/2016
si,5,marzo,3,21,3,4800,Excelente,atento,09/09/2016
si,5,abril,4,21,3,4800,Excelente,amable servicial,09/09/2016
si,5,mayo,5,21,12,19200,Excelente,servicial,09/09/2016
si,5,junio,6,21,2,3200,Excelente,atento,09/09/2016
si,5,julio,7,21,19,30400,Excelente,amable servicial,09/09/2016
si,5,agosto,8,21,15,24000,Excelente,servicial,09/09/2016
si,5,septiembre,9,21,8,12800,Excelente,atento,09/09/2016
si,5,enero,1,22,6,9600,Regular,tarado,09/09/2016
si,5,febrero,2,22,18,28800,Excelente,amable servicial,09/09/2016
si,5,marzo,3,22,18,28800,Excelente,servicial,09/09/2016
si,5,abril,4,22,2,3200,Excelente,atento,09/09/2016
si,5,mayo,5,22,9,14400,Excelente,amable servicial,09/09/2016
si,5,junio,6,22,17,27200,Excelente,servicial,09/09/2016
si,5,julio,7,22,18,28800,Excelente,atento,09/09/2016
si,5,agosto,8,22,4,6400,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,22,14,22400,Excelente,servicial,09/09/2016
si,5,enero,1,23,19,30400,Regular,despistado,09/09/2016
si,5,febrero,2,23,8,12800,Excelente,atento,09/09/2016
si,5,marzo,3,23,11,17600,Excelente,amable servicial,09/09/2016
si,5,abril,4,23,2,3200,Excelente,servicial,09/09/2016
si,5,mayo,5,23,14,22400,Excelente,atento,09/09/2016
si,5,junio,6,23,20,32000,Excelente,amable servicial,09/09/2016
si,5,julio,7,23,12,19200,Excelente,servicial,09/09/2016
si,5,agosto,8,23,15,24000,Excelente,atento,09/09/2016
si,5,septiembre,9,23,4,6400,Excelente,amable servicial,09/09/2016
si,5,enero,1,24,9,14400,Regular,despistado tardado,09/09/2016
si,5,febrero,2,24,4,6400,Excelente,servicial,09/09/2016
si,5,marzo,3,24,20,32000,Excelente,atento,09/09/2016
si,5,abril,4,24,2,3200,Excelente,amable servicial,09/09/2016
si,5,mayo,5,24,2,3200,Excelente,servicial,09/09/2016
si,5,junio,6,24,17,27200,Excelente,atento,09/09/2016
si,5,julio,7,24,11,17600,Excelente,amable servicial,09/09/2016
si,5,agosto,8,24,3,4800,Excelente,servicial,09/09/2016
si,5,septiembre,9,24,11,17600,Excelente,atento,09/09/2016
si,5,enero,1,25,18,28800,Regular,lento servicial amigable,09/09/2016
si,5,febrero,2,25,20,32000,Excelente,amable servicial,09/09/2016
si,5,marzo,3,25,7,11200,Excelente,servicial,09/09/2016
si,5,abril,4,25,3,4800,Excelente,atento,09/09/2016
si,5,mayo,5,25,5,8000,Excelente,amable servicial,09/09/2016
si,5,junio,6,25,9,14400,Excelente,servicial,09/09/2016
si,5,julio,7,25,0,0,Excelente,atento,09/09/2016
si,5,agosto,8,25,16,25600,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,25,8,12800,Excelente,servicial,09/09/2016
si,5,enero,1,26,20,32000,Regular,lento,09/09/2016
si,5,febrero,2,26,20,32000,Excelente,atento,09/09/2016
si,5,marzo,3,26,18,28800,Excelente,amable servicial,09/09/2016
si,5,abril,4,26,7,11200,Excelente,servicial,09/09/2016
si,5,mayo,5,26,2,3200,Excelente,atento,09/09/2016
si,5,junio,6,26,16,25600,Excelente,amable servicial,09/09/2016
si,5,julio,7,26,12,19200,Excelente,servicial,09/09/2016
si,5,agosto,8,26,4,6400,Excelente,atento,09/09/2016
si,5,septiembre,9,26,12,19200,Excelente,amable servicial,09/09/2016
si,5,enero,1,27,0,0,Regular,tarado,09/09/2016
si,5,febrero,2,27,6,9600,Excelente,servicial,09/09/2016
si,5,marzo,3,27,11,17600,Excelente,atento,09/09/2016
si,5,abril,4,27,8,12800,Excelente,amable servicial,09/09/2016
si,5,mayo,5,27,8,12800,Excelente,servicial,09/09/2016
si,5,junio,6,27,1,1600,Excelente,atento,09/09/2016
si,5,julio,7,27,5,8000,Excelente,amable servicial,09/09/2016
si,5,agosto,8,27,14,22400,Excelente,servicial,09/09/2016
si,5,septiembre,9,27,5,8000,Excelente,atento,09/09/2016
si,5,enero,1,28,8,12800,Regular,despistado,09/09/2016
si,5,febrero,2,28,10,16000,Excelente,amable servicial,09/09/2016
si,5,marzo,3,28,11,17600,Excelente,servicial,09/09/2016
si,5,abril,4,28,12,19200,Excelente,atento,09/09/2016
si,5,mayo,5,28,12,19200,Excelente,amable servicial,09/09/2016
si,5,junio,6,28,0,0,Excelente,servicial,09/09/2016
si,5,julio,7,28,18,28800,Excelente,atento,09/09/2016
si,5,agosto,8,28,8,12800,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,28,18,28800,Excelente,servicial,09/09/2016
si,5,enero,1,29,3,4800,Regular,despistado tardado,09/09/2016
si,5,febrero,2,29,3,4800,Excelente,atento,09/09/2016
si,5,marzo,3,29,4,6400,Excelente,amable servicial,09/09/2016
si,5,abril,4,29,16,25600,Excelente,servicial,09/09/2016
si,5,mayo,5,29,8,12800,Excelente,atento,09/09/2016
si,5,junio,6,29,13,20800,Excelente,amable servicial,09/09/2016
si,5,julio,7,29,10,16000,Excelente,servicial,09/09/2016
si,5,agosto,8,29,12,19200,Excelente,atento,09/09/2016
si,5,septiembre,9,29,0,0,Excelente,amable servicial,09/09/2016
si,5,enero,1,30,1,1600,Regular,lento servicial amigable,09/09/2016
si,5,febrero,2,30,13,20800,Excelente,servicial,09/09/2016
si,5,marzo,3,30,16,25600,Excelente,atento,09/09/2016
si,5,abril,4,30,4,6400,Excelente,amable servicial,09/09/2016
si,5,mayo,5,30,18,28800,Excelente,servicial,09/09/2016
si,5,junio,6,30,14,22400,Excelente,atento,09/09/2016
si,5,julio,7,30,16,25600,Excelente,amable servicial,09/09/2016
si,5,agosto,8,30,8,12800,Excelente,servicial,09/09/2016
si,5,septiembre,9,30,20,32000,Excelente,atento,09/09/2016
si,5,enero,1,31,18,28800,Regular,lento,09/09/2016
si,5,febrero,2,31,17,27200,Excelente,amable servicial,09/09/2016
si,5,marzo,3,31,2,3200,Excelente,servicial,09/09/2016
si,5,abril,4,31,0,0,Excelente,atento,09/09/2016
si,5,mayo,5,31,17,27200,Excelente,amable servicial,09/09/2016
si,5,junio,6,31,19,30400,Excelente,servicial,09/09/2016
si,5,julio,7,31,16,25600,Excelente,atento,09/09/2016
si,5,agosto,8,31,14,22400,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,31,8,12800,Excelente,servicial,09/09/2016
si,5,enero,1,32,15,24000,Regular,tarado,09/09/2016
si,5,febrero,2,32,9,14400,Excelente,atento,09/09/2016
si,5,marzo,3,32,7,11200,Excelente,amable servicial,09/09/2016
si,5,abril,4,32,15,24000,Excelente,servicial,09/09/2016
si,5,mayo,5,32,7,11200,Excelente,atento,09/09/2016
si,5,junio,6,32,1,1600,Excelente,amable servicial,09/09/2016
si,5,julio,7,32,14,22400,Excelente,servicial,09/09/2016
si,5,agosto,8,32,13,20800,Excelente,atento,09/09/2016
si,5,septiembre,9,32,17,27200,Excelente,amable servicial,09/09/2016
si,5,enero,1,33,15,24000,Regular,despistado,09/09/2016
si,5,febrero,2,33,20,32000,Excelente,servicial,09/09/2016
si,5,marzo,3,33,13,20800,Excelente,atento,09/09/2016
si,5,abril,4,33,6,9600,Excelente,amable servicial,09/09/2016
si,5,mayo,5,33,20,32000,Excelente,servicial,09/09/2016
si,5,junio,6,33,8,12800,Excelente,atento,09/09/2016
si,5,julio,7,33,12,19200,Excelente,amable servicial,09/09/2016
si,5,agosto,8,33,1,1600,Excelente,servicial,09/09/2016
si,5,septiembre,9,33,17,27200,Excelente,atento,09/09/2016
si,5,enero,1,34,12,19200,Regular,despistado tardado,09/09/2016
si,5,febrero,2,34,20,32000,Excelente,amable servicial,09/09/2016
si,5,marzo,3,34,20,32000,Excelente,servicial,09/09/2016
si,5,abril,4,34,10,16000,Excelente,atento,09/09/2016
si,5,mayo,5,34,15,24000,Excelente,amable servicial,09/09/2016
si,5,junio,6,34,5,8000,Excelente,servicial,09/09/2016
si,5,julio,7,34,11,17600,Excelente,atento,09/09/2016
si,5,agosto,8,34,17,27200,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,34,17,27200,Excelente,servicial,09/09/2016
si,6,enero,1,1,8,12800,Regular,lento servicial amigable,28/04/2013
si,6,febrero,2,1,4,6400,Regular,lento,28/04/2013
si,6,marzo,3,1,2,3200,Regular,tarado,28/04/2013
si,6,abril,4,1,1,1600,Regular,despistado,28/04/2013
si,6,mayo,5,1,12,19200,Regular,despistado tardado,28/04/2013
si,6,junio,6,1,19,30400,Regular,lento servicial amigable,28/04/2013
si,6,julio,7,1,19,30400,Regular,lento,28/04/2013
si,6,agosto,8,1,15,24000,Regular,tarado,28/04/2013
si,6,septiembre,9,1,4,6400,Regular,despistado,28/04/2013
si,6,enero,1,2,1,1600,Regular,despistado tardado,28/04/2013
si,6,febrero,2,2,4,6400,Regular,lento servicial amigable,28/04/2013
si,6,marzo,3,2,15,24000,Regular,lento,28/04/2013
si,6,abril,4,2,8,12800,Regular,tarado,28/04/2013
si,6,mayo,5,2,0,0,Regular,despistado,28/04/2013
si,6,junio,6,2,3,4800,Regular,despistado tardado,28/04/2013
si,6,julio,7,2,12,19200,Regular,lento servicial amigable,28/04/2013
si,6,agosto,8,2,9,14400,Regular,lento,28/04/2013
si,6,septiembre,9,2,1,1600,Regular,tarado,28/04/2013
si,6,enero,1,3,10,16000,Regular,despistado,28/04/2013
si,6,febrero,2,3,16,25600,Regular,despistado tardado,28/04/2013
si,6,marzo,3,3,17,27200,Regular,lento servicial amigable,28/04/2013
si,6,abril,4,3,0,0,Regular,lento,28/04/2013
si,6,mayo,5,3,19,30400,Regular,tarado,28/04/2013
si,6,junio,6,3,15,24000,Regular,despistado,28/04/2013
si,6,julio,7,3,17,27200,Regular,despistado tardado,28/04/2013
si,6,agosto,8,3,4,6400,Regular,lento servicial amigable,28/04/2013
si,6,septiembre,9,3,17,27200,Regular,lento,28/04/2013
si,6,enero,1,4,16,25600,Regular,tarado,28/04/2013
si,6,febrero,2,4,7,11200,Regular,despistado,28/04/2013
si,6,marzo,3,4,1,1600,Regular,despistado tardado,28/04/2013
si,6,abril,4,4,4,6400,Regular,lento servicial amigable,28/04/2013
si,6,mayo,5,4,1,1600,Regular,lento,28/04/2013
si,6,junio,6,4,20,32000,Regular,tarado,28/04/2013
si,6,julio,7,4,15,24000,Regular,despistado,28/04/2013
si,6,agosto,8,4,8,12800,Regular,despistado tardado,28/04/2013
si,6,septiembre,9,4,2,3200,Regular,lento servicial amigable,28/04/2013
si,6,enero,1,5,16,25600,Regular,lento,28/04/2013
si,6,febrero,2,5,3,4800,Regular,tarado,28/04/2013
si,6,marzo,3,5,17,27200,Regular,despistado,28/04/2013
si,6,abril,4,5,0,0,Regular,despistado tardado,28/04/2013
si,6,mayo,5,5,3,4800,Regular,lento servicial amigable,28/04/2013
si,6,junio,6,5,2,3200,Regular,lento,28/04/2013
si,6,julio,7,5,18,28800,Regular,tarado,28/04/2013
si,6,agosto,8,5,0,0,Regular,despistado,28/04/2013
si,6,septiembre,9,5,6,9600,Regular,despistado tardado,28/04/2013
si,6,enero,1,6,3,4800,Regular,lento servicial amigable,28/04/2013
si,6,febrero,2,6,16,25600,Regular,lento,28/04/2013
si,6,marzo,3,6,8,12800,Regular,tarado,28/04/2013
si,6,abril,4,6,1,1600,Regular,despistado,28/04/2013
si,6,mayo,5,6,4,6400,Regular,despistado tardado,28/04/2013
si,6,junio,6,6,19,30400,Regular,lento servicial amigable,28/04/2013
si,6,julio,7,6,17,27200,Regular,lento,28/04/2013
si,6,agosto,8,6,11,17600,Regular,tarado,28/04/2013
si,6,septiembre,9,6,11,17600,Regular,despistado,28/04/2013
si,6,enero,1,7,9,14400,Regular,despistado tardado,28/04/2013
si,6,febrero,2,7,5,8000,Regular,lento servicial amigable,28/04/2013
si,6,marzo,3,7,5,8000,Regular,lento,28/04/2013
si,6,abril,4,7,8,12800,Regular,tarado,28/04/2013
si,6,mayo,5,7,12,19200,Regular,despistado,28/04/2013
si,6,junio,6,7,1,1600,Regular,despistado tardado,28/04/2013
si,6,julio,7,7,8,12800,Regular,lento servicial amigable,28/04/2013
si,6,agosto,8,7,1,1600,Regular,lento,28/04/2013
si,6,septiembre,9,7,0,0,Regular,tarado,28/04/2013
si,6,enero,1,8,12,19200,Regular,despistado,28/04/2013
si,6,febrero,2,8,6,9600,Regular,despistado tardado,28/04/2013
si,6,marzo,3,8,0,0,Regular,lento servicial amigable,28/04/2013
si,6,abril,4,8,16,25600,Regular,lento,28/04/2013
si,6,mayo,5,8,9,14400,Regular,tarado,28/04/2013
si,6,junio,6,8,5,8000,Regular,despistado,28/04/2013
si,6,julio,7,8,3,4800,Regular,despistado tardado,28/04/2013
si,6,agosto,8,8,9,14400,Regular,lento servicial amigable,28/04/2013
si,6,septiembre,9,8,5,8000,Regular,lento,28/04/2013
si,6,enero,1,9,8,12800,Regular,tarado,28/04/2013
si,6,febrero,2,9,9,14400,Regular,despistado,28/04/2013
si,6,marzo,3,9,17,27200,Regular,despistado tardado,28/04/2013
si,6,abril,4,9,1,1600,Regular,lento servicial amigable,28/04/2013
si,6,mayo,5,9,12,19200,Regular,lento,28/04/2013
si,6,junio,6,9,7,11200,Regular,tarado,28/04/2013
si,6,julio,7,9,9,14400,Regular,despistado,28/04/2013
si,6,agosto,8,9,19,30400,Regular,despistado tardado,28/04/2013
si,6,septiembre,9,9,13,20800,Regular,lento servicial amigable,28/04/2013
si,6,enero,1,10,6,9600,Regular,lento,28/04/2013
si,6,febrero,2,10,15,24000,Regular,tarado,28/04/2013
si,6,marzo,3,10,18,28800,Regular,despistado,28/04/2013
si,6,abril,4,10,4,6400,Regular,despistado tardado,28/04/2013
si,6,mayo,5,10,14,22400,Regular,lento servicial amigable,28/04/2013
si,6,junio,6,10,5,8000,Regular,lento,28/04/2013
si,6,julio,7,10,9,14400,Regular,tarado,28/04/2013
si,6,agosto,8,10,5,8000,Regular,despistado,28/04/2013
si,6,septiembre,9,10,0,0,Regular,despistado tardado,28/04/2013
si,6,enero,1,11,17,27200,Regular,lento servicial amigable,28/04/2013
si,6,febrero,2,11,11,17600,Regular,lento,28/04/2013
si,6,marzo,3,11,18,28800,Regular,tarado,28/04/2013
si,6,abril,4,11,15,24000,Regular,despistado,28/04/2013
si,6,mayo,5,11,11,17600,Regular,despistado tardado,28/04/2013
si,6,junio,6,11,12,19200,Regular,lento servicial amigable,28/04/2013
si,6,julio,7,11,0,0,Regular,lento,28/04/2013
si,6,agosto,8,11,5,8000,Regular,tarado,28/04/2013
si,6,septiembre,9,11,5,8000,Regular,despistado,28/04/2013
si,6,enero,1,12,5,8000,Regular,despistado tardado,28/04/2013
si,6,febrero,2,12,6,9600,Regular,lento servicial amigable,28/04/2013
si,6,marzo,3,12,7,11200,Regular,lento,28/04/2013
si,6,abril,4,12,2,3200,Regular,tarado,28/04/2013
si,6,mayo,5,12,4,6400,Regular,despistado,28/04/2013
si,6,junio,6,12,17,27200,Regular,despistado tardado,28/04/2013
si,6,julio,7,12,16,25600,Regular,lento servicial amigable,28/04/2013
si,6,agosto,8,12,17,27200,Regular,lento,28/04/2013
si,6,septiembre,9,12,20,32000,Regular,tarado,28/04/2013
si,6,enero,1,13,12,19200,Regular,despistado,28/04/2013
si,6,febrero,2,13,15,24000,Regular,despistado tardado,28/04/2013
si,6,marzo,3,13,2,3200,Regular,lento servicial amigable,28/04/2013
si,6,abril,4,13,2,3200,Regular,lento,28/04/2013
si,6,mayo,5,13,16,25600,Regular,tarado,28/04/2013
si,6,junio,6,13,12,19200,Regular,despistado,28/04/2013
si,6,julio,7,13,2,3200,Regular,despistado tardado,28/04/2013
si,6,agosto,8,13,5,8000,Regular,lento servicial amigable,28/04/2013
si,6,septiembre,9,13,10,16000,Regular,lento,28/04/2013
si,6,enero,1,14,12,19200,Regular,tarado,28/04/2013
si,6,febrero,2,14,13,20800,Regular,despistado,28/04/2013
si,6,marzo,3,14,18,28800,Regular,despistado tardado,28/04/2013
si,6,abril,4,14,15,24000,Regular,lento servicial amigable,28/04/2013
si,6,mayo,5,14,1,1600,Regular,lento,28/04/2013
si,6,junio,6,14,13,20800,Regular,tarado,28/04/2013
si,6,julio,7,14,9,14400,Regular,despistado,28/04/2013
si,6,agosto,8,14,19,30400,Regular,despistado tardado,28/04/2013
si,6,septiembre,9,14,15,24000,Regular,lento servicial amigable,28/04/2013
si,6,enero,1,15,0,0,Regular,lento,28/04/2013
si,6,febrero,2,15,0,0,Regular,tarado,28/04/2013
si,6,marzo,3,15,20,32000,Regular,despistado,28/04/2013
si,6,abril,4,15,12,19200,Regular,despistado tardado,28/04/2013
si,6,mayo,5,15,6,9600,Regular,lento servicial amigable,28/04/2013
si,6,junio,6,15,14,22400,Regular,lento,28/04/2013
si,6,julio,7,15,1,1600,Regular,tarado,28/04/2013
si,6,agosto,8,15,11,17600,Regular,despistado,28/04/2013
si,6,septiembre,9,15,16,25600,Regular,despistado tardado,28/04/2013
si,6,enero,1,16,9,14400,Regular,lento servicial amigable,28/04/2013
si,6,febrero,2,16,2,3200,Regular,lento,28/04/2013
si,6,marzo,3,16,6,9600,Regular,tarado,28/04/2013
si,6,abril,4,16,2,3200,Regular,despistado,28/04/2013
si,6,mayo,5,16,8,12800,Regular,despistado tardado,28/04/2013
si,6,junio,6,16,2,3200,Regular,lento servicial amigable,28/04/2013
si,6,julio,7,16,6,9600,Regular,lento,28/04/2013
si,6,agosto,8,16,20,32000,Regular,tarado,28/04/2013
si,6,septiembre,9,16,4,6400,Regular,despistado,28/04/2013
si,6,enero,1,17,4,6400,Regular,despistado tardado,28/04/2013
si,6,febrero,2,17,11,17600,Regular,lento servicial amigable,28/04/2013
si,6,marzo,3,17,8,12800,Regular,lento,28/04/2013
si,6,abril,4,17,20,32000,Regular,tarado,28/04/2013
si,6,mayo,5,17,11,17600,Regular,despistado,28/04/2013
si,6,junio,6,17,19,30400,Regular,despistado tardado,28/04/2013
si,6,julio,7,17,3,4800,Regular,lento servicial amigable,28/04/2013
si,6,agosto,8,17,17,27200,Regular,lento,28/04/2013
si,6,septiembre,9,17,9,14400,Regular,tarado,28/04/2013
si,6,enero,1,18,14,22400,Regular,despistado,28/04/2013
si,6,febrero,2,18,17,27200,Regular,despistado tardado,28/04/2013
si,6,marzo,3,18,13,20800,Regular,lento servicial amigable,28/04/2013
